transaction_id,customer_id,amount_inr,merchant,city,hour,is_odd_hour,is_foreign_city,is_high_risk_merchant,device_type,is_new_device_for_customer,is_fraud
TXN100291,CUST1227,4771.43,Zomato,Gurgaon,18,0,0,0,Desktop Browser,0,0
TXN100292,CUST1149,77272.14,Unknown Merchant Ltd,Dubai,17,0,1,1,Tablet,1,1
TXN100293,CUST1261,1478.08,Myntra,Hyderabad,8,0,0,0,Desktop Browser,0,0
TXN100294,CUST1277,3929.06,IRCTC,Mumbai,23,0,0,0,Tablet,0,0
TXN100295,CUST1052,2755.12,Amazon,Gurgaon,7,0,0,0,Android Phone,0,0
TXN100296,CUST1230,6638.04,Flipkart,Pune,2,1,0,0,iPhone,0,0
TXN100297,CUST1121,1543.04,Local Kirana Store,Jaipur,18,0,0,0,Android Phone,0,0
TXN100298,CUST1219,3434.33,Amazon,Pune,6,0,0,0,Tablet,0,0
TXN100299,CUST1291,2779.11,Local Kirana Store,Kolkata,19,0,0,0,Android Phone,0,0
TXN100300,CUST1149,5453.08,Flipkart,Chennai,16,0,0,0,Tablet,0,0
TXN100301,CUST1069,1847.88,BigBasket,Bangalore,13,0,0,0,iPhone,0,0
TXN100302,CUST1064,989.71,Zomato,Gurgaon,7,0,0,0,Android Phone,0,0
TXN100303,CUST1201,3139.83,IRCTC,Gurgaon,20,0,0,0,Desktop Browser,0,0
TXN100304,CUST1231,4102.06,BigBasket,Mumbai,2,1,0,0,Desktop Browser,0,0
TXN100305,CUST1188,1484.81,Cash Withdrawal ATM,Kolkata,10,0,0,0,Android Phone,0,0
TXN100306,CUST1047,2316.75,Flipkart,Kolkata,20,0,0,0,Android Phone,0,0
TXN100307,CUST1273,610.06,BigBasket,Kolkata,13,0,0,0,Android Phone,0,0
TXN100308,CUST1165,1816.74,PayU Recharge,Kolkata,17,0,0,0,Android Phone,0,0
TXN100309,CUST1175,1651.83,Cash Withdrawal ATM,Delhi,1,1,0,0,Tablet,0,0
TXN100310,CUST1235,2059.17,Foreign Exchange Kiosk,Pune,5,0,0,1,Tablet,1,1
TXN100311,CUST1103,1198.3,Swiggy,Gurgaon,4,1,0,0,Android Phone,0,0
TXN100312,CUST1140,3491.73,Ola,Jaipur,8,0,0,0,iPhone,0,0
TXN100313,CUST1084,9150.77,Unknown Merchant Ltd,Lagos,9,0,1,1,Tablet,1,1
TXN100314,CUST1048,35215.45,Crypto Exchange XYZ,Dubai,2,1,1,1,iPhone,1,1
TXN100315,CUST1004,4424.34,Swiggy,Delhi,3,1,0,0,Tablet,0,0
TXN100316,CUST1244,2960.6,Flipkart,Chennai,2,1,0,0,Android Phone,0,0
TXN100317,CUST1160,3760.53,Cash Withdrawal ATM,Kolkata,4,1,0,0,Desktop Browser,0,0
TXN100318,CUST1068,2010.52,Amazon,Hyderabad,4,1,0,0,iPhone,0,0
TXN100319,CUST1084,998.62,IRCTC,Mumbai,6,0,0,0,iPhone,0,0
TXN100320,CUST1226,2964.54,Uber,Gurgaon,3,1,0,0,Tablet,0,0
TXN100321,CUST1196,1403.15,BigBasket,Kolkata,10,0,0,0,Tablet,0,0
TXN100322,CUST1043,5368.5,Cash Withdrawal ATM,Gurgaon,19,0,0,0,Tablet,0,0
TXN100323,CUST1013,5016.49,Electricity Board,Chennai,9,0,0,0,Desktop Browser,0,0
TXN100324,CUST1096,3010.51,Cash Withdrawal ATM,Bangalore,20,0,0,0,Tablet,0,0
TXN100325,CUST1122,3304.99,Flipkart,Mumbai,7,0,0,0,Tablet,0,0
TXN100326,CUST1270,1126.73,IRCTC,Delhi,11,0,0,0,iPhone,0,0
TXN100327,CUST1291,5250.41,Cash Withdrawal ATM,Kolkata,21,0,0,0,Android Phone,0,0
TXN100328,CUST1037,24068.83,Foreign Exchange Kiosk,Lagos,0,1,1,1,iPhone,1,1
TXN100329,CUST1259,2731.65,Local Kirana Store,Kolkata,16,0,0,0,Android Phone,0,0
TXN100330,CUST1205,1713.94,Flipkart,Gurgaon,17,0,0,0,iPhone,0,0
TXN100331,CUST1158,1314.69,Myntra,Jaipur,6,0,0,0,iPhone,0,0
TXN100332,CUST1200,2386.91,BigBasket,Pune,20,0,0,0,Desktop Browser,0,0
TXN100333,CUST1223,2896.03,IRCTC,Kolkata,7,0,0,0,iPhone,0,0
TXN100334,CUST1059,4159.41,Ola,Kolkata,1,1,0,0,Android Phone,0,0
TXN100335,CUST1089,1356.1,PayU Recharge,Jaipur,4,1,0,0,iPhone,0,0
TXN100336,CUST1177,689.64,Swiggy,Gurgaon,23,0,0,0,Android Phone,0,0
TXN100337,CUST1137,4372.28,BigBasket,Gurgaon,0,1,0,0,Desktop Browser,0,0
TXN100338,CUST1268,1684.47,PayU Recharge,Jaipur,18,0,0,0,Android Phone,0,0
TXN100339,CUST1261,1229.51,BigBasket,Hyderabad,18,0,0,0,Desktop Browser,0,0
TXN100340,CUST1052,1459.72,Electricity Board,Gurgaon,23,0,0,0,Android Phone,0,0
TXN100341,CUST1001,56360.88,Foreign Exchange Kiosk,Mumbai,0,1,0,1,iPhone,1,1
TXN100342,CUST1076,2243.96,Local Kirana Store,Mumbai,1,1,0,0,Android Phone,0,0
TXN100343,CUST1214,1759.66,BigBasket,Delhi,13,0,0,0,iPhone,0,0
TXN100344,CUST1039,2035.62,Swiggy,Gurgaon,16,0,0,0,Android Phone,0,0
TXN100345,CUST1114,4783.67,BigBasket,Jaipur,12,0,0,0,Desktop Browser,0,0
TXN100346,CUST1159,3275.83,BigBasket,Pune,14,0,0,0,iPhone,0,0
TXN100347,CUST1288,1440.11,Uber,Jaipur,19,0,0,0,Android Phone,0,0
TXN100348,CUST1252,6615.69,Cash Withdrawal ATM,Delhi,6,0,0,0,Tablet,0,0
TXN100349,CUST1125,3475.14,Myntra,Pune,13,0,0,0,Tablet,0,0
TXN100350,CUST1004,6471.18,Local Kirana Store,Delhi,21,0,0,0,Tablet,0,0
TXN100351,CUST1157,3603.05,Amazon,Kolkata,7,0,0,0,Android Phone,0,0
TXN100352,CUST1072,1450.51,Electricity Board,Pune,1,1,0,0,Android Phone,0,0
TXN100353,CUST1211,2227.31,Flipkart,Hyderabad,14,0,0,0,Android Phone,0,0
TXN100354,CUST1258,841.85,Amazon,Bangalore,12,0,0,0,Android Phone,0,0
TXN100355,CUST1222,619.45,Myntra,Jaipur,7,0,0,0,Android Phone,0,0
TXN100356,CUST1201,2652.48,Zomato,Gurgaon,10,0,0,0,Android Phone,0,0
TXN100357,CUST1038,1732.91,Swiggy,Mumbai,18,0,0,0,Android Phone,0,0
TXN100358,CUST1230,4172.99,Cash Withdrawal ATM,Pune,3,1,0,0,iPhone,0,0
TXN100359,CUST1106,2217.43,Swiggy,Bangalore,8,0,0,0,Desktop Browser,0,0
TXN100360,CUST1155,3515.04,Myntra,Delhi,19,0,0,0,Desktop Browser,0,0
TXN100361,CUST1075,1509.04,Ola,Jaipur,11,0,0,0,Tablet,0,0
TXN100362,CUST1153,961.77,Electricity Board,Kolkata,0,1,0,0,Desktop Browser,0,0
TXN100363,CUST1281,1800.98,Flipkart,Kolkata,3,1,0,0,Android Phone,0,0
TXN100364,CUST1006,176.63,IRCTC,Pune,7,0,0,0,Android Phone,0,0
TXN100365,CUST1190,2506.66,BigBasket,Chennai,20,0,0,0,Desktop Browser,0,0
TXN100366,CUST1038,45316.79,Crypto Exchange XYZ,Mumbai,6,0,0,1,iPhone,1,1
TXN100367,CUST1169,509.01,Uber,Gurgaon,14,0,0,0,Tablet,0,0
TXN100368,CUST1221,1311.74,IRCTC,Mumbai,15,0,0,0,iPhone,0,0
TXN100369,CUST1088,3535.08,Swiggy,Pune,5,0,0,0,Android Phone,0,0
TXN100370,CUST1017,1218.1,IRCTC,Chennai,7,0,0,0,Android Phone,0,0
TXN100371,CUST1281,887.03,Zomato,Kolkata,8,0,0,0,Android Phone,0,0
TXN100372,CUST1269,527.84,IRCTC,Hyderabad,17,0,0,0,Android Phone,0,0
TXN100373,CUST1183,6320.32,Electricity Board,Bangalore,15,0,0,0,Android Phone,0,0
TXN100374,CUST1164,1851.93,Amazon,Hyderabad,0,1,0,0,iPhone,0,0
TXN100375,CUST1143,75007.09,Crypto Exchange XYZ,Lagos,16,0,1,1,Android Phone,1,1
TXN100376,CUST1123,3362.37,Zomato,Mumbai,23,0,0,0,Tablet,0,0
TXN100377,CUST1294,3513.38,Swiggy,Kolkata,12,0,0,0,Android Phone,0,0
TXN100378,CUST1090,983.31,Uber,Pune,23,0,0,0,Tablet,0,0
TXN100379,CUST1014,369.21,Zomato,Mumbai,18,0,0,0,iPhone,0,0
TXN100380,CUST1252,2788.38,Zomato,Delhi,15,0,0,0,Desktop Browser,0,0
TXN100381,CUST1112,59222.9,Unknown Merchant Ltd,Dubai,0,1,1,1,iPhone,0,1
TXN100382,CUST1090,597.59,Uber,Pune,10,0,0,0,Desktop Browser,0,0
TXN100383,CUST1072,1715.08,Flipkart,Pune,16,0,0,0,Tablet,0,0
TXN100384,CUST1191,2856.71,BigBasket,Pune,12,0,0,0,Desktop Browser,0,0
TXN100385,CUST1165,3721.8,PayU Recharge,Kolkata,23,0,0,0,Android Phone,0,0
TXN100386,CUST1162,583.63,Uber,Jaipur,17,0,0,0,Tablet,0,0
TXN100387,CUST1182,3199.86,Local Kirana Store,Chennai,5,0,0,0,Tablet,0,0
TXN100388,CUST1150,3033.57,IRCTC,Bangalore,0,1,0,0,Android Phone,0,0
TXN100389,CUST1290,57532.31,Foreign Exchange Kiosk,Lagos,10,0,1,1,Android Phone,0,1
TXN100390,CUST1072,2939.56,Swiggy,Pune,7,0,0,0,Tablet,0,0
TXN100391,CUST1045,1734.7,PayU Recharge,Bangalore,20,0,0,0,Desktop Browser,0,0
TXN100392,CUST1005,3092.35,Cash Withdrawal ATM,Jaipur,22,0,0,0,iPhone,0,0
TXN100393,CUST1055,5147.27,Swiggy,Pune,12,0,0,0,Android Phone,0,0
TXN100394,CUST1211,3333.32,PayU Recharge,Hyderabad,11,0,0,0,Android Phone,0,0
TXN100395,CUST1295,4061.05,Cash Withdrawal ATM,Delhi,7,0,0,0,Tablet,0,0
TXN100396,CUST1017,879.68,Swiggy,Chennai,8,0,0,0,Tablet,0,0
TXN100397,CUST1192,1331.72,Myntra,Gurgaon,17,0,0,0,iPhone,0,0
TXN100398,CUST1247,4924.24,IRCTC,Gurgaon,20,0,0,0,Android Phone,0,0
TXN100399,CUST1080,43143.14,Unknown Merchant Ltd,Jaipur,6,0,0,1,iPhone,1,1
TXN100400,CUST1276,1265.13,IRCTC,Mumbai,9,0,0,0,Android Phone,0,0
TXN100401,CUST1292,4205.15,IRCTC,Kolkata,4,1,0,0,iPhone,0,0
TXN100402,CUST1044,750.93,Flipkart,Hyderabad,20,0,0,0,Android Phone,0,0
TXN100403,CUST1013,4798.73,Flipkart,Chennai,9,0,0,0,Desktop Browser,0,0
TXN100404,CUST1157,4216.9,Flipkart,Kolkata,15,0,0,0,Android Phone,0,0
TXN100405,CUST1278,2632.36,Amazon,Mumbai,12,0,0,0,Android Phone,0,0
TXN100406,CUST1134,1567.87,Amazon,Pune,7,0,0,0,Desktop Browser,0,0
TXN100407,CUST1077,2483.47,Cash Withdrawal ATM,Mumbai,3,1,0,0,Android Phone,0,0
TXN100408,CUST1277,3956.28,IRCTC,Mumbai,18,0,0,0,Tablet,0,0
TXN100409,CUST1267,6114.59,Uber,Bangalore,21,0,0,0,Tablet,0,0
TXN100410,CUST1120,288.39,Amazon,Kolkata,12,0,0,0,Android Phone,0,0
TXN100411,CUST1257,2611.13,Swiggy,Kolkata,18,0,0,0,Desktop Browser,0,0
TXN100412,CUST1061,1612.02,Cash Withdrawal ATM,Chennai,5,0,0,0,iPhone,0,0
TXN100413,CUST1098,1043.9,Ola,Delhi,2,1,0,0,iPhone,0,0
TXN100414,CUST1075,1827.16,Cash Withdrawal ATM,Jaipur,10,0,0,0,Tablet,0,0
TXN100415,CUST1034,940.13,BigBasket,Delhi,12,0,0,0,Android Phone,0,0
TXN100416,CUST1266,3988.97,Uber,Hyderabad,0,1,0,0,Tablet,0,0
TXN100417,CUST1267,2759.39,Uber,Bangalore,13,0,0,0,Tablet,0,0
TXN100418,CUST1298,316.14,Cash Withdrawal ATM,Mumbai,3,1,0,0,iPhone,0,0
TXN100419,CUST1051,313.92,IRCTC,Chennai,17,0,0,0,Android Phone,0,0
TXN100420,CUST1135,562.42,Swiggy,Delhi,18,0,0,0,Desktop Browser,0,0
TXN100421,CUST1141,1425.23,Amazon,Gurgaon,19,0,0,0,iPhone,0,0
TXN100422,CUST1202,942.58,PayU Recharge,Jaipur,22,0,0,0,Android Phone,0,0
TXN100423,CUST1137,4327.27,BigBasket,Gurgaon,10,0,0,0,Tablet,0,0
TXN100424,CUST1143,2288.18,Zomato,Chennai,22,0,0,0,Android Phone,0,0
TXN100425,CUST1068,2586.68,BigBasket,Hyderabad,14,0,0,0,Android Phone,0,0
TXN100426,CUST1213,2477.06,IRCTC,Mumbai,6,0,0,0,iPhone,0,0
TXN100427,CUST1248,2125.26,Cash Withdrawal ATM,Hyderabad,11,0,0,0,Tablet,0,0
TXN100428,CUST1081,1369.83,Electricity Board,Chennai,16,0,0,0,Android Phone,0,0
TXN100429,CUST1291,36350.71,Foreign Exchange Kiosk,Kolkata,6,0,0,1,Desktop Browser,1,1
TXN100430,CUST1025,2988.0,PayU Recharge,Hyderabad,6,0,0,0,Android Phone,0,0
TXN100431,CUST1258,409.06,Myntra,Bangalore,3,1,0,0,Android Phone,0,0
TXN100432,CUST1250,4384.06,Myntra,Hyderabad,15,0,0,0,Tablet,0,0
TXN100433,CUST1083,328.12,BigBasket,Mumbai,23,0,0,0,Tablet,0,0
TXN100434,CUST1014,842.33,Zomato,Mumbai,18,0,0,0,iPhone,0,0
TXN100435,CUST1115,1159.19,Cash Withdrawal ATM,Delhi,20,0,0,0,Tablet,0,0
TXN100436,CUST1004,5282.18,Amazon,Delhi,20,0,0,0,Tablet,0,0
TXN100437,CUST1114,5096.44,Ola,Jaipur,9,0,0,0,Desktop Browser,0,0
TXN100438,CUST1140,3011.75,PayU Recharge,Jaipur,11,0,0,0,iPhone,0,0
TXN100439,CUST1154,3676.41,Amazon,Kolkata,19,0,0,0,Android Phone,0,0
TXN100440,CUST1261,1625.78,Uber,Hyderabad,11,0,0,0,Desktop Browser,0,0
TXN100441,CUST1144,3090.07,BigBasket,Jaipur,15,0,0,0,Tablet,0,0
TXN100442,CUST1166,4304.28,Ola,Chennai,20,0,0,0,Android Phone,0,0
TXN100443,CUST1152,1620.21,Cash Withdrawal ATM,Kolkata,7,0,0,0,Tablet,0,0
TXN100444,CUST1206,1406.12,PayU Recharge,Bangalore,4,1,0,0,Desktop Browser,0,0
TXN100445,CUST1151,2414.1,Uber,Bangalore,12,0,0,0,Tablet,0,0
TXN100446,CUST1292,3528.74,Electricity Board,Kolkata,23,0,0,0,iPhone,0,0
TXN100447,CUST1243,400.1,Swiggy,Jaipur,11,0,0,0,Android Phone,0,0
TXN100448,CUST1285,2608.41,Local Kirana Store,Bangalore,15,0,0,0,Desktop Browser,0,0
TXN100449,CUST1286,3312.45,Flipkart,Pune,21,0,0,0,Tablet,0,0
TXN100450,CUST1113,3202.19,Myntra,Mumbai,9,0,0,0,Desktop Browser,0,0
TXN100451,CUST1190,1430.78,Amazon,Chennai,14,0,0,0,Desktop Browser,0,0
TXN100452,CUST1298,725.28,Electricity Board,Mumbai,2,1,0,0,iPhone,0,0
TXN100453,CUST1061,999.85,Swiggy,Chennai,16,0,0,0,iPhone,0,0
TXN100454,CUST1070,5469.7,PayU Recharge,Pune,13,0,0,0,Tablet,0,0
TXN100455,CUST1073,405.99,Myntra,Jaipur,5,0,0,0,iPhone,0,0
TXN100456,CUST1090,885.69,Cash Withdrawal ATM,Pune,0,1,0,0,Desktop Browser,0,0
TXN100457,CUST1086,2781.12,Flipkart,Mumbai,15,0,0,0,iPhone,0,0
TXN100458,CUST1066,297.29,PayU Recharge,Jaipur,13,0,0,0,Tablet,0,0
TXN100459,CUST1196,42217.51,Foreign Exchange Kiosk,Kolkata,2,1,0,1,Tablet,0,1
TXN100460,CUST1009,720.46,Myntra,Kolkata,23,0,0,0,Android Phone,0,0
TXN100461,CUST1159,3039.05,Flipkart,Pune,16,0,0,0,iPhone,0,0
TXN100462,CUST1023,3556.73,Electricity Board,Chennai,14,0,0,0,iPhone,0,0
TXN100463,CUST1172,1701.11,PayU Recharge,Hyderabad,4,1,0,0,Tablet,0,0
TXN100464,CUST1183,3258.94,Local Kirana Store,Bangalore,12,0,0,0,Android Phone,0,0
TXN100465,CUST1067,1044.95,Myntra,Gurgaon,18,0,0,0,Desktop Browser,0,0
TXN100466,CUST1019,4733.91,Amazon,Bangalore,8,0,0,0,Android Phone,0,0
TXN100467,CUST1024,5765.53,IRCTC,Gurgaon,0,1,0,0,Desktop Browser,0,0
TXN100468,CUST1227,4425.28,Zomato,Gurgaon,8,0,0,0,Tablet,0,0
TXN100469,CUST1004,4894.42,Uber,Delhi,3,1,0,0,Tablet,0,0
TXN100470,CUST1070,4786.09,Flipkart,Pune,3,1,0,0,Tablet,0,0
TXN100471,CUST1144,4097.76,Cash Withdrawal ATM,Jaipur,15,0,0,0,Tablet,0,0
TXN100472,CUST1134,2455.01,BigBasket,Pune,6,0,0,0,Desktop Browser,0,0
TXN100473,CUST1082,26461.21,Crypto Exchange XYZ,Bangalore,6,0,0,1,Desktop Browser,1,1
TXN100474,CUST1006,271.76,PayU Recharge,Pune,3,1,0,0,Android Phone,0,0
TXN100475,CUST1076,2106.98,Flipkart,Mumbai,16,0,0,0,Android Phone,0,0
TXN100476,CUST1131,4230.28,Flipkart,Gurgaon,9,0,0,0,iPhone,0,0
TXN100477,CUST1089,3451.83,Myntra,Jaipur,9,0,0,0,iPhone,0,0
TXN100478,CUST1218,3562.52,Ola,Hyderabad,1,1,0,0,iPhone,0,0
TXN100479,CUST1087,2911.12,Local Kirana Store,Bangalore,14,0,0,0,Tablet,0,0
TXN100480,CUST1047,1743.0,PayU Recharge,Kolkata,5,0,0,0,iPhone,0,0
TXN100481,CUST1139,3393.85,Cash Withdrawal ATM,Mumbai,15,0,0,0,iPhone,0,0
TXN100482,CUST1085,3514.28,Swiggy,Jaipur,23,0,0,0,iPhone,0,0
TXN100483,CUST1053,2218.06,PayU Recharge,Delhi,15,0,0,0,iPhone,0,0
TXN100484,CUST1092,1590.68,Ola,Gurgaon,11,0,0,0,Tablet,0,0
TXN100485,CUST1066,291.61,Amazon,Jaipur,3,1,0,0,Tablet,0,0
TXN100486,CUST1032,4551.07,Electricity Board,Kolkata,0,1,0,0,Desktop Browser,0,0
TXN100487,CUST1295,3578.71,Electricity Board,Delhi,21,0,0,0,Desktop Browser,0,0
TXN100488,CUST1048,2328.35,Ola,Gurgaon,7,0,0,0,Android Phone,0,0
TXN100489,CUST1197,6064.24,Amazon,Chennai,17,0,0,0,Tablet,0,0
TXN100490,CUST1005,3524.33,PayU Recharge,Jaipur,16,0,0,0,iPhone,0,0
TXN100491,CUST1084,664.72,BigBasket,Mumbai,10,0,0,0,iPhone,0,0
TXN100492,CUST1025,3108.18,Zomato,Hyderabad,20,0,0,0,Android Phone,0,0
TXN100493,CUST1040,2715.48,PayU Recharge,Bangalore,18,0,0,0,Android Phone,0,0
TXN100494,CUST1228,735.23,IRCTC,Gurgaon,23,0,0,0,iPhone,0,0
TXN100495,CUST1211,64266.66,Unknown Merchant Ltd,Hyderabad,0,1,0,1,iPhone,1,1
TXN100496,CUST1155,5758.97,Myntra,Delhi,6,0,0,0,Desktop Browser,0,0
TXN100497,CUST1186,2370.88,Electricity Board,Mumbai,7,0,0,0,iPhone,0,0
TXN100498,CUST1242,1572.51,Cash Withdrawal ATM,Hyderabad,22,0,0,0,Android Phone,0,0
TXN100499,CUST1113,32853.38,Foreign Exchange Kiosk,Mumbai,1,1,0,1,Desktop Browser,0,1
TXN100500,CUST1023,4241.96,Local Kirana Store,Chennai,4,1,0,0,iPhone,0,0
TXN100501,CUST1209,2620.17,IRCTC,Bangalore,6,0,0,0,iPhone,0,0
TXN100502,CUST1110,2567.43,Cash Withdrawal ATM,Hyderabad,6,0,0,0,Desktop Browser,0,0
TXN100503,CUST1212,37608.38,Foreign Exchange Kiosk,Delhi,21,0,0,1,Android Phone,1,1
TXN100504,CUST1234,5473.35,Amazon,Delhi,16,0,0,0,Android Phone,0,0
TXN100505,CUST1271,881.12,Electricity Board,Bangalore,13,0,0,0,Desktop Browser,0,0
TXN100506,CUST1090,719.5,IRCTC,Pune,23,0,0,0,Desktop Browser,0,0
TXN100507,CUST1164,2390.06,Cash Withdrawal ATM,Hyderabad,13,0,0,0,iPhone,0,0
TXN100508,CUST1127,3359.73,Swiggy,Pune,10,0,0,0,Android Phone,0,0
TXN100509,CUST1070,3137.33,Local Kirana Store,Pune,23,0,0,0,Desktop Browser,0,0
TXN100510,CUST1280,2742.47,Zomato,Delhi,23,0,0,0,Android Phone,0,0
TXN100511,CUST1102,444.62,Ola,Chennai,9,0,0,0,Desktop Browser,0,0
TXN100512,CUST1067,1628.37,Ola,Gurgaon,5,0,0,0,Desktop Browser,0,0
TXN100513,CUST1165,2824.45,Uber,Kolkata,11,0,0,0,Android Phone,0,0
TXN100514,CUST1213,4796.38,IRCTC,Mumbai,17,0,0,0,iPhone,0,0
TXN100515,CUST1006,139.93,Amazon,Pune,12,0,0,0,Android Phone,0,0
TXN100516,CUST1102,622.46,Swiggy,Chennai,5,0,0,0,Desktop Browser,0,0
TXN100517,CUST1031,3808.61,Myntra,Bangalore,6,0,0,0,Android Phone,0,0
TXN100518,CUST1231,4288.95,Zomato,Mumbai,21,0,0,0,Desktop Browser,0,0
TXN100519,CUST1287,4784.87,Amazon,Delhi,22,0,0,0,iPhone,0,0
TXN100520,CUST1195,1410.13,Amazon,Delhi,21,0,0,0,Android Phone,0,0
TXN100521,CUST1006,324.07,PayU Recharge,Pune,19,0,0,0,Android Phone,0,0
TXN100522,CUST1115,992.7,Uber,Delhi,22,0,0,0,iPhone,0,0
TXN100523,CUST1279,347.06,Swiggy,Pune,23,0,0,0,Desktop Browser,0,0
TXN100524,CUST1038,1637.57,Amazon,Mumbai,23,0,0,0,Android Phone,0,0
TXN100525,CUST1219,5266.0,BigBasket,Pune,4,1,0,0,Tablet,0,0
TXN100526,CUST1002,300.7,Myntra,Kolkata,4,1,0,0,iPhone,0,0
TXN100527,CUST1026,1560.42,PayU Recharge,Pune,19,0,0,0,Tablet,0,0
TXN100528,CUST1293,2684.48,Swiggy,Pune,22,0,0,0,Android Phone,0,0
TXN100529,CUST1266,3466.16,IRCTC,Hyderabad,5,0,0,0,Tablet,0,0
TXN100530,CUST1047,1609.69,Myntra,Kolkata,6,0,0,0,Android Phone,0,0
TXN100531,CUST1150,2041.35,Electricity Board,Bangalore,19,0,0,0,Android Phone,0,0
TXN100532,CUST1004,6737.37,Uber,Delhi,14,0,0,0,Tablet,0,0
TXN100533,CUST1124,4066.56,Flipkart,Kolkata,10,0,0,0,iPhone,0,0
TXN100534,CUST1197,5752.61,Cash Withdrawal ATM,Chennai,9,0,0,0,Tablet,0,0
TXN100535,CUST1191,2584.93,Ola,Pune,14,0,0,0,iPhone,0,0
TXN100536,CUST1098,1642.34,Cash Withdrawal ATM,Delhi,3,1,0,0,iPhone,0,0
TXN100537,CUST1275,5420.99,Cash Withdrawal ATM,Hyderabad,2,1,0,0,Android Phone,0,0
TXN100538,CUST1109,4208.09,Local Kirana Store,Delhi,3,1,0,0,Android Phone,0,0
TXN100539,CUST1222,965.44,Amazon,Jaipur,2,1,0,0,Android Phone,0,0
TXN100540,CUST1235,227.8,Cash Withdrawal ATM,Pune,2,1,0,0,Tablet,0,0
TXN100541,CUST1128,2040.0,IRCTC,Delhi,7,0,0,0,Desktop Browser,0,0
TXN100542,CUST1230,4324.76,Flipkart,Pune,10,0,0,0,Tablet,0,0
TXN100543,CUST1273,13294.84,Crypto Exchange XYZ,Kolkata,19,0,0,1,Android Phone,0,1
TXN100544,CUST1183,5305.62,Uber,Bangalore,9,0,0,0,iPhone,0,0
TXN100545,CUST1044,685.66,Ola,Hyderabad,14,0,0,0,Android Phone,0,0
TXN100546,CUST1015,1063.48,Cash Withdrawal ATM,Pune,7,0,0,0,Desktop Browser,0,0
TXN100547,CUST1279,514.48,Cash Withdrawal ATM,Pune,4,1,0,0,Desktop Browser,0,0
TXN100548,CUST1191,5014.75,Flipkart,Pune,17,0,0,0,iPhone,0,0
TXN100549,CUST1021,19131.16,Unknown Merchant Ltd,Jaipur,12,0,0,1,iPhone,1,1
TXN100550,CUST1176,3492.29,Swiggy,Kolkata,20,0,0,0,iPhone,0,0
TXN100551,CUST1094,587.58,Ola,Delhi,8,0,0,0,iPhone,0,0
TXN100552,CUST1290,4512.31,Flipkart,Pune,17,0,0,0,Android Phone,0,0
TXN100553,CUST1148,2598.25,PayU Recharge,Pune,3,1,0,0,Desktop Browser,0,0
TXN100554,CUST1169,457.23,Uber,Gurgaon,20,0,0,0,Tablet,0,0
TXN100555,CUST1035,2473.44,Ola,Pune,15,0,0,0,Tablet,0,0
TXN100556,CUST1156,2663.5,Myntra,Delhi,18,0,0,0,Android Phone,0,0
TXN100557,CUST1219,3505.17,Local Kirana Store,Pune,7,0,0,0,Tablet,0,0
TXN100558,CUST1223,4796.26,PayU Recharge,Kolkata,4,1,0,0,iPhone,0,0
TXN100559,CUST1236,2531.37,Swiggy,Delhi,9,0,0,0,Tablet,0,0
TXN100560,CUST1041,4364.27,BigBasket,Chennai,4,1,0,0,iPhone,0,0
TXN100561,CUST1039,1462.42,Amazon,Gurgaon,0,1,0,0,Tablet,0,0
TXN100562,CUST1297,3168.4,Electricity Board,Gurgaon,18,0,0,0,Android Phone,0,0
TXN100563,CUST1133,1230.57,Myntra,Chennai,15,0,0,0,Desktop Browser,0,0
TXN100564,CUST1200,2833.76,Swiggy,Pune,18,0,0,0,Desktop Browser,0,0
TXN100565,CUST1237,4062.79,Ola,Bangalore,12,0,0,0,iPhone,0,0
TXN100566,CUST1122,1933.61,Electricity Board,Mumbai,19,0,0,0,Tablet,0,0
TXN100567,CUST1071,4853.3,Swiggy,Jaipur,18,0,0,0,iPhone,0,0
TXN100568,CUST1247,4392.04,Flipkart,Gurgaon,7,0,0,0,iPhone,0,0
TXN100569,CUST1135,588.34,Cash Withdrawal ATM,Delhi,21,0,0,0,Desktop Browser,0,0
TXN100570,CUST1184,2273.18,Ola,Jaipur,14,0,0,0,iPhone,0,0
TXN100571,CUST1165,3830.71,Local Kirana Store,Kolkata,16,0,0,0,Android Phone,0,0
TXN100572,CUST1134,2353.5,Myntra,Pune,5,0,0,0,Desktop Browser,0,0
TXN100573,CUST1039,1315.28,Myntra,Gurgaon,7,0,0,0,Tablet,0,0
TXN100574,CUST1249,4707.63,Swiggy,Pune,19,0,0,0,Tablet,0,0
TXN100575,CUST1225,3059.99,Swiggy,Pune,16,0,0,0,iPhone,0,0
TXN100576,CUST1095,346.88,Zomato,Pune,22,0,0,0,Tablet,0,0
TXN100577,CUST1212,2665.42,PayU Recharge,Delhi,3,1,0,0,Desktop Browser,0,0
TXN100578,CUST1107,2656.39,Swiggy,Chennai,13,0,0,0,iPhone,0,0
TXN100579,CUST1293,1411.6,Uber,Pune,20,0,0,0,Android Phone,0,0
TXN100580,CUST1075,20831.65,Unknown Merchant Ltd,Jaipur,5,0,0,1,Tablet,0,1
TXN100581,CUST1009,777.19,Flipkart,Kolkata,21,0,0,0,Android Phone,0,0
TXN100582,CUST1110,2204.13,IRCTC,Hyderabad,15,0,0,0,Desktop Browser,0,0
TXN100583,CUST1073,810.59,BigBasket,Jaipur,5,0,0,0,Desktop Browser,0,0
