transaction_id,device_id,device_type,ip_address,is_new_device_for_customer
TXN100403,DEV-RLSR0O8K,Desktop Browser,28.211.38.143,0
TXN100404,DEV-FJ4B121Y,Android Phone,22.83.43.194,0
TXN100405,DEV-F5IV86ZP,Android Phone,162.93.183.88,0
TXN100406,DEV-1Q5MS7UP,Desktop Browser,113.239.3.139,0
TXN100407,DEV-KA51E04P,Android Phone,80.246.200.65,0
TXN100408,DEV-MFCYLTM9,Tablet,46.234.242.88,0
TXN100409,DEV-XDF6YV2V,Tablet,144.232.130.39,0
TXN100410,DEV-U97RWJVI,Android Phone,67.232.203.23,0
TXN100411,DEV-U4XXGX57,Desktop Browser,214.157.97.99,0
TXN100412,DEV-9M13OTES,iPhone,69.137.103.137,0
TXN100413,DEV-AXNM0ALQ,iPhone,216.25.153.134,0
TXN100414,DEV-10BAF4JG,Tablet,52.231.165.15,0
TXN100415,DEV-9OF9SVCA,Android Phone,23.77.19.55,0
TXN100416,DEV-NDFWW41F,Tablet,220.52.72.13,0
TXN100417,DEV-XDF6YV2V,Tablet,144.232.130.39,0
TXN100418,DEV-95ZDHZ6M,iPhone,12.236.66.83,0
TXN100419,DEV-L3AF6KKF,Android Phone,158.25.110.82,0
TXN100420,DEV-ZBC5F9E0,Desktop Browser,198.86.177.82,0
TXN100421,DEV-YJROFH6A,iPhone,166.125.99.57,0
TXN100422,DEV-OT760RS6,Android Phone,4.214.42.164,0
TXN100423,DEV-9UF1ZWW1,Tablet,223.200.169.76,0
TXN100424,DEV-E4JC0FFR,Android Phone,109.32.93.158,0
TXN100425,DEV-9VYSKE5M,Android Phone,166.22.73.89,0
TXN100426,DEV-7HY7AI33,iPhone,253.100.212.59,0
TXN100427,DEV-JPO4DILG,Tablet,161.97.243.68,0
TXN100428,DEV-Y9RMJR21,Android Phone,109.177.151.159,0
TXN100429,DEV-UZTLSUY5,Desktop Browser,88.151.67.251,1
TXN100430,DEV-I9WM1SAV,Android Phone,175.96.25.44,0
TXN100431,DEV-K7UJJ31W,Android Phone,47.229.115.155,0
TXN100432,DEV-EEVG429I,Tablet,228.178.12.90,0
TXN100433,DEV-PSXT0S9F,Tablet,85.170.183.113,0
TXN100434,DEV-9ZQHBQIQ,iPhone,86.21.249.13,0
TXN100435,DEV-74NL03LL,Tablet,196.107.2.196,0
TXN100436,DEV-0XKIAIPR,Tablet,183.120.96.226,0
TXN100437,DEV-GUUW0580,Desktop Browser,169.219.150.20,0
TXN100438,DEV-ZSUV41AM,iPhone,217.132.135.143,0
TXN100439,DEV-2T24D7V9,Android Phone,197.176.111.210,0
TXN100440,DEV-HYGTMOV6,Desktop Browser,69.64.158.220,0
TXN100441,DEV-XU3K8JB7,Tablet,175.222.71.202,0
TXN100442,DEV-TBQ818GS,Android Phone,109.34.63.220,0
TXN100443,DEV-OMB42O3Q,Tablet,201.182.221.83,0
TXN100444,DEV-CK3TB94C,Desktop Browser,50.80.237.130,0
TXN100445,DEV-124VF89X,Tablet,200.186.69.59,0
TXN100446,DEV-8QMXETIZ,iPhone,243.224.187.169,0
TXN100447,DEV-1MKDWVM7,Android Phone,178.239.173.109,0
TXN100448,DEV-APNU02WP,Desktop Browser,28.20.63.42,0
TXN100449,DEV-GK82P5YR,Tablet,35.196.81.157,0
TXN100450,DEV-ACK9D643,Desktop Browser,137.205.133.164,0
TXN100451,DEV-VUUPLTXU,Desktop Browser,177.6.36.198,0
TXN100452,DEV-95ZDHZ6M,iPhone,12.236.66.83,0
TXN100453,DEV-9M13OTES,iPhone,69.137.103.137,0
TXN100454,DEV-27YCIF8R,Tablet,11.92.16.235,0
TXN100455,DEV-ZFWTJSJF,iPhone,220.112.72.223,0
TXN100456,DEV-O1DFSTS3,Desktop Browser,115.28.38.152,0
TXN100457,DEV-D0JFNEO2,iPhone,254.83.95.170,0
TXN100458,DEV-LEU6ZU1T,Tablet,159.179.20.51,0
TXN100459,DEV-A8VC1J2T,Tablet,142.195.95.186,0
TXN100460,DEV-LABLRF3N,Android Phone,161.112.166.83,0
TXN100461,DEV-TF6LN824,iPhone,82.143.241.79,0
TXN100462,DEV-JK9E0OAW,iPhone,101.95.157.203,0
TXN100463,DEV-7BTI1RIM,Tablet,222.193.137.13,0
TXN100464,DEV-G49MN230,Android Phone,207.239.55.184,0
TXN100465,DEV-NJSLEU1S,Desktop Browser,93.205.193.251,0
TXN100466,DEV-B8JXKQ05,Android Phone,29.36.242.50,0
TXN100467,DEV-N1TCJFCZ,Desktop Browser,186.44.134.147,0
TXN100468,DEV-CR6C1PY6,Tablet,4.251.191.173,0
TXN100469,DEV-0XKIAIPR,Tablet,183.120.96.226,0
TXN100470,DEV-27YCIF8R,Tablet,11.92.16.235,0
TXN100471,DEV-XU3K8JB7,Tablet,175.222.71.202,0
TXN100472,DEV-1Q5MS7UP,Desktop Browser,113.239.3.139,0
TXN100473,DEV-N99LT3J6,Desktop Browser,218.59.226.79,1
TXN100474,DEV-XDHJ5SC3,Android Phone,148.107.254.121,0
TXN100475,DEV-WV9NJS96,Android Phone,126.82.232.43,0
TXN100476,DEV-643YUOAI,iPhone,244.211.116.62,0
TXN100477,DEV-1BLOG0NQ,iPhone,192.233.33.123,0
TXN100478,DEV-VC1FRF89,iPhone,101.202.41.166,0
TXN100479,DEV-C3JR7T3S,Tablet,51.69.14.252,0
TXN100480,DEV-T292MI56,iPhone,105.12.55.60,0
TXN100481,DEV-TT247O0G,iPhone,4.176.110.21,0
TXN100482,DEV-4MGJ78JP,iPhone,210.137.226.93,0
TXN100483,DEV-ABBAJAQ0,iPhone,25.14.95.56,0
TXN100484,DEV-Y2RL4N7S,Tablet,57.148.90.192,0
TXN100485,DEV-LEU6ZU1T,Tablet,159.179.20.51,0
TXN100486,DEV-MQFXEN9N,Desktop Browser,114.170.52.220,0
TXN100487,DEV-IHV17MIA,Desktop Browser,196.57.44.207,0
TXN100488,DEV-N524KSKW,Android Phone,248.22.208.178,0
TXN100489,DEV-1WCRV68J,Tablet,100.200.50.203,0
TXN100490,DEV-2BVXEJAX,iPhone,140.197.242.142,0
TXN100491,DEV-VGKY5CGA,iPhone,250.51.68.37,0
TXN100492,DEV-I9WM1SAV,Android Phone,175.96.25.44,0
TXN100493,DEV-UERJQENB,Android Phone,221.187.253.154,0
TXN100494,DEV-1KHW8GAK,iPhone,48.212.199.175,0
TXN100495,DEV-EHUIQSI2,iPhone,250.29.253.166,1
TXN100496,DEV-U3D3513L,Desktop Browser,252.237.193.31,0
TXN100497,DEV-O37U9SSB,iPhone,43.38.32.12,0
TXN100498,DEV-GGACSQNB,Android Phone,131.216.162.153,0
TXN100499,DEV-ACK9D643,Desktop Browser,137.205.133.164,0
TXN100500,DEV-JK9E0OAW,iPhone,101.95.157.203,0
TXN100501,DEV-9XFQ1ENN,iPhone,197.6.151.177,0
TXN100502,DEV-6P43AR6J,Desktop Browser,169.139.94.245,0
TXN100503,DEV-NDC06KLI,Android Phone,151.131.194.13,1
TXN100504,DEV-54UKIGDI,Android Phone,18.252.97.35,0
TXN100505,DEV-QDI3G13I,Desktop Browser,113.190.37.114,0
TXN100506,DEV-O1DFSTS3,Desktop Browser,115.28.38.152,0
TXN100507,DEV-VIMI8FO0,iPhone,53.114.37.173,0
TXN100508,DEV-BGMY4IQZ,Android Phone,26.43.36.34,0
TXN100509,DEV-9R4X1V4D,Desktop Browser,234.135.145.148,0
TXN100510,DEV-C96MJ9N6,Android Phone,161.120.110.150,0
TXN100511,DEV-0L70SHYV,Desktop Browser,167.63.231.244,0
TXN100512,DEV-NJSLEU1S,Desktop Browser,93.205.193.251,0
TXN100513,DEV-YAACNU41,Android Phone,145.140.19.6,0
TXN100514,DEV-7HY7AI33,iPhone,253.100.212.59,0
TXN100515,DEV-XDHJ5SC3,Android Phone,148.107.254.121,0
TXN100516,DEV-0L70SHYV,Desktop Browser,167.63.231.244,0
TXN100517,DEV-PII2MVV4,Android Phone,22.22.204.189,0
TXN100518,DEV-HK0ONSAS,Desktop Browser,150.136.3.78,0
TXN100519,DEV-KUPCJ8MO,iPhone,233.238.225.36,0
TXN100520,DEV-A3KL0N4L,Android Phone,112.111.249.230,0
TXN100521,DEV-CYRVEOW0,Android Phone,54.41.31.222,0
TXN100522,DEV-7BOXFQJ3,iPhone,54.170.184.66,0
TXN100523,DEV-VJXZDVYB,Desktop Browser,171.42.178.122,0
TXN100524,DEV-FKCGGXP5,Android Phone,216.63.155.136,0
TXN100525,DEV-5IT2NI9S,Tablet,95.94.7.244,0
TXN100526,DEV-W7V1QSA1,iPhone,111.108.141.52,0
TXN100527,DEV-34JGVRP4,Tablet,249.171.16.91,0
TXN100528,DEV-NG806W81,Android Phone,42.38.88.42,0
TXN100529,DEV-NDFWW41F,Tablet,220.52.72.13,0
TXN100530,DEV-WR1XFHSJ,Android Phone,30.62.78.230,0
TXN100531,DEV-0FCYBR3O,Android Phone,148.230.12.169,0
TXN100532,DEV-0XKIAIPR,Tablet,183.120.96.226,0
TXN100533,DEV-ZQXIWE6R,iPhone,138.84.43.242,0
TXN100534,DEV-1WCRV68J,Tablet,100.200.50.203,0
TXN100535,DEV-U5WAHZG8,iPhone,254.105.2.175,0
TXN100536,DEV-AXNM0ALQ,iPhone,216.25.153.134,0
TXN100537,DEV-PMMQZADW,Android Phone,171.71.50.45,0
TXN100538,DEV-UQ0RZTWO,Android Phone,117.123.180.16,0
TXN100539,DEV-R6LUU6IF,Android Phone,35.204.94.102,0
TXN100540,DEV-0JYOOK63,Tablet,65.154.3.161,0
TXN100541,DEV-VI7LIG9G,Desktop Browser,133.174.106.72,0
TXN100542,DEV-J0UFO2HO,Tablet,63.223.190.34,0
TXN100543,DEV-NOZ7QMJC,Android Phone,248.97.209.141,0
TXN100544,DEV-WFMAX9FK,iPhone,5.216.211.152,0
TXN100545,DEV-DQA4SVKX,Android Phone,209.211.218.19,0
TXN100546,DEV-SU5NKC41,Desktop Browser,240.36.241.19,0
TXN100547,DEV-3MSKZO3I,Desktop Browser,171.84.54.62,0
TXN100548,DEV-U5WAHZG8,iPhone,254.105.2.175,0
TXN100549,DEV-8ERKD0RN,iPhone,201.20.25.139,1
TXN100550,DEV-TWKKV4LQ,iPhone,221.162.134.51,0
TXN100551,DEV-5JT660J0,iPhone,141.243.122.128,0
TXN100552,DEV-9194B70L,Android Phone,243.104.147.180,0
TXN100553,DEV-7PGF7MVQ,Desktop Browser,185.188.94.69,0
TXN100554,DEV-IDYREX9B,Tablet,219.9.186.20,0
TXN100555,DEV-2O1TFXDT,Tablet,89.105.162.19,0
TXN100556,DEV-IXFY1Z68,Android Phone,127.37.235.19,0
TXN100557,DEV-5IT2NI9S,Tablet,95.94.7.244,0
TXN100558,DEV-05SORHTM,iPhone,197.121.104.133,0
TXN100559,DEV-QZTIO4M7,Tablet,227.107.118.188,0
TXN100560,DEV-7V55KCRX,iPhone,42.177.68.184,0
TXN100561,DEV-0TBKG8B3,Tablet,190.131.135.218,0
TXN100562,DEV-EPO772NR,Android Phone,202.90.242.144,0
TXN100563,DEV-ENAGQ39X,Desktop Browser,48.110.21.192,0
TXN100564,DEV-ZJ9MJ9XX,Desktop Browser,142.9.34.224,0
TXN100565,DEV-00HHEQXI,iPhone,9.31.186.234,0
TXN100566,DEV-NKRT0IGY,Tablet,120.226.119.84,0
TXN100567,DEV-VT3X8VE0,iPhone,135.205.130.73,0
TXN100568,DEV-5S8T6AID,iPhone,143.179.129.133,0
TXN100569,DEV-ZBC5F9E0,Desktop Browser,198.86.177.82,0
TXN100570,DEV-SKAZOCHB,iPhone,150.126.2.90,0
TXN100571,DEV-YAACNU41,Android Phone,145.140.19.6,0
TXN100572,DEV-1Q5MS7UP,Desktop Browser,113.239.3.139,0
TXN100573,DEV-0TBKG8B3,Tablet,190.131.135.218,0
TXN100574,DEV-K3FUQVU5,Tablet,89.34.153.66,0
TXN100575,DEV-60CJBMUV,iPhone,176.47.18.120,0
TXN100576,DEV-B42P31OG,Tablet,199.151.192.179,0
TXN100577,DEV-1GA6SRG1,Desktop Browser,25.237.221.114,0
TXN100578,DEV-GT9967ST,iPhone,82.205.59.98,0
TXN100579,DEV-NG806W81,Android Phone,42.38.88.42,0
TXN100580,DEV-10BAF4JG,Tablet,52.231.165.15,0
TXN100581,DEV-LABLRF3N,Android Phone,161.112.166.83,0
TXN100582,DEV-6P43AR6J,Desktop Browser,169.139.94.245,0
TXN100583,DEV-RG4XV349,Desktop Browser,13.195.59.24,0
TXN100584,DEV-4MGJ78JP,iPhone,210.137.226.93,0
TXN100585,DEV-7ZOQMC8F,iPhone,187.212.3.153,0
TXN100586,DEV-QF1PAFL9,iPhone,103.94.4.112,0
TXN100587,DEV-B8JXKQ05,Android Phone,29.36.242.50,0
TXN100588,DEV-LEU6ZU1T,Tablet,159.179.20.51,0
TXN100589,DEV-1ID9VVN5,Tablet,215.180.247.111,0
TXN100590,DEV-AIAW4OTU,Tablet,48.218.133.149,0
TXN100591,DEV-NV2MK48J,Android Phone,36.215.208.65,0
TXN100592,DEV-56VU6Z5G,iPhone,209.210.114.8,0
TXN100593,DEV-ZQOYGWOW,iPhone,81.210.236.239,0
TXN100594,DEV-YJWWBK8R,Tablet,181.49.217.34,0
TXN100595,DEV-ENAGQ39X,Desktop Browser,48.110.21.192,0
TXN100596,DEV-83GSV5E0,iPhone,207.27.24.25,0
TXN100597,DEV-724HK1QD,Android Phone,204.178.33.231,0
TXN100598,DEV-83GSV5E0,iPhone,207.27.24.25,0
TXN100599,DEV-1IKX0RB5,Tablet,176.44.210.19,0
TXN100600,DEV-34JGVRP4,Tablet,249.171.16.91,0
TXN100601,DEV-AE0JXYO6,iPhone,187.42.93.25,0
TXN100602,DEV-502UPVSF,Android Phone,79.253.81.124,0
TXN100603,DEV-NDFWW41F,Tablet,220.52.72.13,0
TXN100604,DEV-4OJ7G4EB,Android Phone,154.95.216.77,0
TXN100605,DEV-1CTW689M,iPhone,246.140.92.89,1
TXN100606,DEV-V6NYYCJ4,Tablet,92.191.208.123,0
TXN100607,DEV-OFC5WU25,iPhone,74.141.121.242,0
TXN100608,DEV-2O1TFXDT,Tablet,89.105.162.19,0
TXN100609,DEV-82U6ZV3I,Tablet,228.5.81.131,0
TXN100610,DEV-DXJN7DE0,Desktop Browser,251.199.188.106,0
TXN100611,DEV-PJ269SYE,iPhone,170.50.146.218,0
TXN100612,DEV-4HA0MVF4,Android Phone,205.137.93.139,0
TXN100613,DEV-ANA6U48G,Tablet,47.138.56.250,0
TXN100614,DEV-54UKIGDI,Android Phone,18.252.97.35,0
TXN100615,DEV-ARN4FLHW,Android Phone,19.127.55.253,0
TXN100616,DEV-YJWWBK8R,Tablet,181.49.217.34,0
TXN100617,DEV-08UPNZAS,Desktop Browser,163.140.28.108,0
TXN100618,DEV-S3OFAWWJ,Desktop Browser,131.100.41.214,0
TXN100619,DEV-3X10Y14D,Desktop Browser,38.138.201.94,0
TXN100620,DEV-0L70SHYV,Desktop Browser,167.63.231.244,0
TXN100621,DEV-UM921VF3,Tablet,237.66.215.112,0
TXN100622,DEV-Q50XCXMS,Tablet,228.6.103.148,0
TXN100623,DEV-YJWWBK8R,Tablet,181.49.217.34,0
TXN100624,DEV-6ZJVAEV0,iPhone,148.48.209.165,0
TXN100625,DEV-UWXU2HHL,Android Phone,18.4.189.202,0
TXN100626,DEV-1BLOG0NQ,iPhone,192.233.33.123,0
TXN100627,DEV-64BIW8UO,Desktop Browser,63.4.39.227,1
TXN100628,DEV-ARN4FLHW,Android Phone,19.127.55.253,0
TXN100629,DEV-H96YCFNH,Tablet,61.212.132.251,0
TXN100630,DEV-VUUPLTXU,Desktop Browser,177.6.36.198,0
TXN100631,DEV-NV2MK48J,Android Phone,36.215.208.65,0
TXN100632,DEV-J28CW9RT,Tablet,139.39.220.160,0
TXN100633,DEV-WV9NJS96,Android Phone,126.82.232.43,0
TXN100634,DEV-WYPEEK03,iPhone,95.145.249.122,0
TXN100635,DEV-N1TCJFCZ,Desktop Browser,186.44.134.147,0
TXN100636,DEV-1MKDWVM7,Android Phone,178.239.173.109,0
TXN100637,DEV-SKAZOCHB,iPhone,150.126.2.90,0
TXN100638,DEV-M5U2TLUG,iPhone,152.189.152.198,0
TXN100639,DEV-PMMQZADW,Android Phone,171.71.50.45,0
TXN100640,DEV-K3FUQVU5,Tablet,89.34.153.66,0
TXN100641,DEV-W2R576VI,Desktop Browser,214.152.58.116,0
TXN100642,DEV-61B7PXJB,Android Phone,25.243.242.151,0
TXN100643,DEV-EHAPM4YQ,Tablet,153.65.128.8,0
TXN100644,DEV-SKP30TX8,Desktop Browser,73.194.42.17,0
TXN100645,DEV-BYQYVBNU,Android Phone,206.75.74.147,0
TXN100646,DEV-JPX16F1K,Desktop Browser,183.139.142.83,0
TXN100647,DEV-IO2F2NAT,Android Phone,169.216.44.47,0
TXN100648,DEV-83GSV5E0,iPhone,207.27.24.25,0
TXN100649,DEV-NYC7H81J,Desktop Browser,92.14.210.111,0
TXN100650,DEV-NJSLEU1S,Desktop Browser,93.205.193.251,0
TXN100651,DEV-1MKDWVM7,Android Phone,178.239.173.109,0
TXN100652,DEV-1PU8BWAU,iPhone,102.164.31.118,0
TXN100653,DEV-EB900YEH,Android Phone,148.1.167.54,0
TXN100654,DEV-AIAW4OTU,Tablet,48.218.133.149,0
TXN100655,DEV-ENAGQ39X,Desktop Browser,48.110.21.192,0
TXN100656,DEV-TWKKV4LQ,iPhone,221.162.134.51,0
TXN100657,DEV-Y7ZXDFLD,Android Phone,253.11.158.1,0
TXN100658,DEV-ZQOYGWOW,iPhone,81.210.236.239,0
TXN100659,DEV-BGMY4IQZ,Android Phone,26.43.36.34,0
TXN100660,DEV-1Q5MS7UP,Desktop Browser,113.239.3.139,0
TXN100661,DEV-TT247O0G,iPhone,4.176.110.21,0
TXN100662,DEV-2O1TFXDT,Tablet,89.105.162.19,0
TXN100663,DEV-TT247O0G,iPhone,4.176.110.21,0
TXN100664,DEV-UP1SHNTC,Desktop Browser,146.192.119.177,1
TXN100665,DEV-GYNSZ117,Tablet,137.196.207.180,0
TXN100666,DEV-IA41SASC,iPhone,43.13.121.40,0
TXN100667,DEV-10B8VK9Q,Desktop Browser,86.5.105.151,0
TXN100668,DEV-A3KL0N4L,Android Phone,112.111.249.230,0
TXN100669,DEV-FBTWTW4I,iPhone,16.65.23.72,0
TXN100670,DEV-NDFWW41F,Tablet,220.52.72.13,0
TXN100671,DEV-YAACNU41,Android Phone,145.140.19.6,0
TXN100672,DEV-BHB7ZHEZ,Tablet,92.218.239.33,0
TXN100673,DEV-8SUSFH70,Desktop Browser,192.82.107.49,0
TXN100674,DEV-YJROFH6A,iPhone,166.125.99.57,0
TXN100675,DEV-1MKDWVM7,Android Phone,178.239.173.109,0
TXN100676,DEV-IA41SASC,iPhone,43.13.121.40,0
TXN100677,DEV-MJZ6N58Y,iPhone,166.179.17.116,0
TXN100678,DEV-EHAPM4YQ,Tablet,153.65.128.8,0
TXN100679,DEV-5OOA9CZV,Tablet,117.118.92.102,1
TXN100680,DEV-VI1YX9DY,Android Phone,121.77.97.222,0
TXN100681,DEV-F5IV86ZP,Android Phone,162.93.183.88,0
TXN100682,DEV-S3OFAWWJ,Desktop Browser,131.100.41.214,0
TXN100683,DEV-MFCYLTM9,Tablet,46.234.242.88,0
TXN100684,DEV-WTV1DJJZ,Tablet,73.42.151.33,0
TXN100685,DEV-PMMQZADW,Android Phone,171.71.50.45,0
TXN100686,DEV-403CNFU2,iPhone,241.31.108.125,0
TXN100687,DEV-TPLX3GGU,Desktop Browser,153.104.24.196,0
TXN100688,DEV-PJ269SYE,iPhone,170.50.146.218,0
TXN100689,DEV-EEVG429I,Tablet,228.178.12.90,0
TXN100690,DEV-L1ZUMKVG,iPhone,34.217.44.99,1
TXN100691,DEV-VK1PBCD6,iPhone,198.165.11.95,0
TXN100692,DEV-2MJEQA2O,Android Phone,91.93.243.80,0
TXN100693,DEV-8P8O85BI,Tablet,239.40.22.147,0
TXN100694,DEV-RUMEHCYK,Desktop Browser,152.13.186.247,0
TXN100695,DEV-8J2X707T,Desktop Browser,69.173.39.26,0
TXN100696,DEV-IHV17MIA,Desktop Browser,196.57.44.207,0
TXN100697,DEV-4MGJ78JP,iPhone,210.137.226.93,0
TXN100698,DEV-UG05WH23,iPhone,228.166.208.128,0
TXN100699,DEV-VUUPLTXU,Desktop Browser,177.6.36.198,0
TXN100700,DEV-KIEW6OR6,Tablet,95.109.229.202,0
TXN100701,DEV-HMIE8989,iPhone,228.94.171.15,0
TXN100702,DEV-56VU6Z5G,iPhone,209.210.114.8,0
TXN100703,DEV-ACK9D643,Desktop Browser,137.205.133.164,0
TXN100704,DEV-YJROFH6A,iPhone,166.125.99.57,0
TXN100705,DEV-H33IC44T,Tablet,8.96.251.185,1
TXN100706,DEV-VHTN7SU6,Desktop Browser,85.247.226.80,0
TXN100707,DEV-GNZ6D86Z,Android Phone,183.53.127.53,0
TXN100708,DEV-8NTAFUW9,Tablet,32.25.64.217,0
TXN100709,DEV-8NTAFUW9,Tablet,32.25.64.217,0
TXN100710,DEV-R6LUU6IF,Android Phone,35.204.94.102,0
TXN100711,DEV-2BVXEJAX,iPhone,140.197.242.142,0
TXN100712,DEV-7O9X66D7,Android Phone,24.207.65.203,0
TXN100713,DEV-I9WM1SAV,Android Phone,175.96.25.44,0
TXN100714,DEV-2GRDMT28,Desktop Browser,213.79.26.235,0
TXN100715,DEV-1MKDWVM7,Android Phone,178.239.173.109,0
TXN100716,DEV-GDILK1QY,iPhone,147.173.40.83,0
TXN100717,DEV-MINQ4O7V,Tablet,247.207.17.111,0
TXN100718,DEV-XZA43HOL,Android Phone,129.150.59.237,0
TXN100719,DEV-NV2MK48J,Android Phone,36.215.208.65,0
TXN100720,DEV-VIMI8FO0,iPhone,53.114.37.173,0
TXN100721,DEV-ANA6U48G,Tablet,47.138.56.250,0
TXN100722,DEV-U5WAHZG8,iPhone,254.105.2.175,0
TXN100723,DEV-10BAF4JG,Tablet,52.231.165.15,0
TXN100724,DEV-4IOAR4G5,Tablet,116.55.117.160,0
TXN100725,DEV-6SV5ITMT,Desktop Browser,67.86.141.35,0
TXN100726,DEV-UBWRP8GU,Android Phone,230.89.123.223,0
TXN100727,DEV-777LDM1V,Desktop Browser,202.241.96.148,1
TXN100728,DEV-YZ7VXUQD,Tablet,250.88.137.133,0
TXN100729,DEV-SKAZOCHB,iPhone,150.126.2.90,0
TXN100730,DEV-GUB5KB3P,Desktop Browser,14.61.116.53,0
TXN100731,DEV-7K98XVI6,Tablet,210.30.78.199,0
TXN100732,DEV-FN8K6P62,Desktop Browser,69.217.175.167,1
TXN100733,DEV-LABLRF3N,Android Phone,161.112.166.83,0
TXN100734,DEV-YJROFH6A,iPhone,166.125.99.57,0
TXN100735,DEV-D7ITQRT8,iPhone,7.240.158.116,0
TXN100736,DEV-9R4X1V4D,Desktop Browser,234.135.145.148,0
TXN100737,DEV-XFX3AT25,iPhone,57.232.114.119,0
TXN100738,DEV-KHQNZJNN,Tablet,105.182.88.34,0
TXN100739,DEV-8J4ZXD82,Android Phone,199.91.46.117,0
TXN100740,DEV-PW5K0JJS,Tablet,171.215.65.252,0
TXN100741,DEV-EHAPM4YQ,Tablet,153.65.128.8,0
TXN100742,DEV-SU5NKC41,Desktop Browser,240.36.241.19,0
TXN100743,DEV-ZSUV41AM,iPhone,217.132.135.143,0
TXN100744,DEV-CLKA9LZ5,Android Phone,93.30.25.250,0
TXN100745,DEV-RLSR0O8K,Desktop Browser,28.211.38.143,0
TXN100746,DEV-YR2P6XCW,Android Phone,185.39.254.91,0
TXN100747,DEV-27YCIF8R,Tablet,11.92.16.235,0
TXN100748,DEV-6XB1Z337,Android Phone,7.238.240.95,0
TXN100749,DEV-P3FRB7EI,Tablet,238.246.102.151,0
TXN100750,DEV-TBQ818GS,Android Phone,109.34.63.220,0
TXN100751,DEV-QFDTN0PL,Android Phone,63.42.160.124,0
TXN100752,DEV-XZA43HOL,Android Phone,129.150.59.237,0
TXN100753,DEV-VRNEGN2B,Android Phone,72.28.141.138,0
TXN100754,DEV-0T4UOXZ3,Android Phone,133.47.138.225,0
TXN100755,DEV-83GSV5E0,iPhone,207.27.24.25,0
TXN100756,DEV-XY2NZ5X5,Tablet,98.187.159.85,0
TXN100757,DEV-2LZW1FU5,Desktop Browser,190.103.193.90,0
TXN100758,DEV-3MSKZO3I,Desktop Browser,171.84.54.62,0
TXN100759,DEV-8J4ZXD82,Android Phone,199.91.46.117,0
TXN100760,DEV-PSXT0S9F,Tablet,85.170.183.113,0
TXN100761,DEV-ENMZSO6A,iPhone,148.186.162.220,0
TXN100762,DEV-Y9RMJR21,Android Phone,109.177.151.159,0
TXN100763,DEV-ENW34Y6F,iPhone,164.178.198.209,0
TXN100764,DEV-8CLRKI72,Tablet,126.4.245.79,0
TXN100765,DEV-Y2RL4N7S,Tablet,57.148.90.192,0
TXN100766,DEV-XDHJ5SC3,Android Phone,148.107.254.121,0
TXN100767,DEV-KWOALF4V,Desktop Browser,137.118.168.171,0
TXN100768,DEV-502UPVSF,Android Phone,79.253.81.124,0
TXN100769,DEV-LRZQ8BXY,Tablet,64.72.253.156,0
TXN100770,DEV-6TQSOR81,iPhone,213.219.52.98,1
TXN100771,DEV-ULYZLGJV,Android Phone,207.151.77.166,0
TXN100772,DEV-NG806W81,Android Phone,42.38.88.42,0
TXN100773,DEV-WR1XFHSJ,Android Phone,30.62.78.230,0
TXN100774,DEV-VC1FRF89,iPhone,101.202.41.166,0
TXN100775,DEV-ZSUV41AM,iPhone,217.132.135.143,0
TXN100776,DEV-OM43T6UU,iPhone,181.23.247.220,0
TXN100777,DEV-LI3IF9AI,iPhone,63.225.58.113,0
TXN100778,DEV-NR2KYB3G,Android Phone,79.229.151.192,0
TXN100779,DEV-IV67KAYP,Tablet,115.55.60.26,0
TXN100780,DEV-RL1EH8HY,iPhone,37.244.42.236,0
TXN100781,DEV-WLRKXJTM,Desktop Browser,161.113.29.251,0
TXN100782,DEV-2BVXEJAX,iPhone,140.197.242.142,0
TXN100783,DEV-WOC4191H,Desktop Browser,251.78.61.237,0
TXN100784,DEV-OT760RS6,Android Phone,4.214.42.164,0
TXN100785,DEV-BXPQ5BO2,Tablet,172.233.7.56,0
TXN100786,DEV-AIAW4OTU,Tablet,48.218.133.149,0
TXN100787,DEV-BYQYVBNU,Android Phone,206.75.74.147,0
TXN100788,DEV-1ZBLM576,Desktop Browser,248.205.168.176,0
TXN100789,DEV-NR2KYB3G,Android Phone,79.229.151.192,0
TXN100790,DEV-UG05WH23,iPhone,228.166.208.128,0
TXN100791,DEV-FJ4B121Y,Android Phone,22.83.43.194,0
TXN100792,DEV-IV67KAYP,Tablet,115.55.60.26,0
TXN100793,DEV-XZA43HOL,Android Phone,129.150.59.237,0
TXN100794,DEV-WR1XFHSJ,Android Phone,30.62.78.230,0
TXN100795,DEV-4EBO2J3A,Desktop Browser,59.220.144.244,0
TXN100796,DEV-4NP00NQO,iPhone,198.98.152.209,0
TXN100797,DEV-RNC02BLU,iPhone,240.161.169.18,0
TXN100798,DEV-D7772IY1,Tablet,231.38.230.29,0
TXN100799,DEV-ZCU7MPA7,Android Phone,148.185.97.152,1
TXN100800,DEV-YJROFH6A,iPhone,166.125.99.57,0
TXN100801,DEV-YSVKUEV3,Android Phone,183.211.234.68,0
TXN100802,DEV-MFCYLTM9,Tablet,46.234.242.88,0
TXN100803,DEV-56VU6Z5G,iPhone,209.210.114.8,0
TXN100804,DEV-8LLIHKPJ,iPhone,198.91.7.36,0
TXN100805,DEV-NBOR7AAU,Android Phone,19.140.100.184,0
TXN100806,DEV-1KHW8GAK,iPhone,48.212.199.175,0
